JTY;Astypalaia;Greece
JUB;Juba;Sudan
JUI;Verkehrslandeplatz Juist;Germany
JUJ;Jujuy;Argentina
JUL;Juliaca;Peru
JUM;Jumla;Nepal
JUV;Upernavik Airport;Greenland
JUZ;Quzhou Airport;China
JVA;Ankavandra Airport;Madagascar
JWA;Jwaneng;Botswana
JYV;Jyvaskyla;Finland
JZH;Jiuzhaigou Huanglong;China
KAB;Kariba Intl;Zimbabwe
KAC;Kamishly Airport;Syria
KAD;Kaduna;Nigeria
KAG;Gangneung;South Korea
KAI;Kaieteur;Guyana
KAJ;Kajaani;Finland
KAN;Mallam Aminu Intl;Nigeria
KAO;Kuusamo;Finland
KAT;Kaitaia;New Zealand
KAU;Kauhava;Finland
KAW;Kawthoung Airport;Burma
KAX;Kalbarri Airport;Australia
KBL;Kabul Intl;Afghanistan
KBP;Boryspil Intl;Ukraine
KBR;Sultan Ismail Petra;Malaysia
KBS;Bo Airport;Sierra Leone
KBT;Kaben Airport;Marshall Islands
KBU;Stagen Airport;Indonesia
KBV;Krabi;Thailand
KBY;Kurumoch;Russia
KBZ;Kaikoura;New Zealand
KCA;Kuqa Airport;China
KCH;Kuching Intl;Malaysia
KCM;Kahramanmaras Airport;Turkey
KCT;Koggala Airport;Sri Lanka
KCZ;Kochi;Japan
KDD;Khuzdar Airport;Pakistan
KDH;Kandahar;Afghanistan
KDI;Wolter Monginsidi;Indonesia
KDL;Amari;Estonia
KDM;Kaadedhdhoo;Maldives
KDO;Kadhdhoo Airport;Maldives
KDR;Kandrian Airport;Papua New Guinea
KDU;Skardu Airport;Pakistan
KDV;Vunisea Airport;Fiji
KED;Kaedi;Mauritania
KEF;Keflavik Nas;Iceland
KEJ;Kemerovo;Russia
KEL;Kiel Holtenau;Germany
KEM;Kemi Tornio;Finland
KEN;Kenema Airport;Sierra Leone
KEP;Nepalgunj Airport;Nepal
KER;Kerman;Iran
KET;Kengtung;Burma
KEV;Halli;Finland
KFA;Kiffa;Mauritania
KFG;Kalkgurung Airport;Australia
KGA;Kananga;Congo (Kinshasa)
KGC;Kingscote Airport;Australia
KGD;Khrabrovo;Russia
KGE;Kagau Island Airport;Solomon Islands
KGF;Sary-Arka;Kazakhstan
KGG;Kedougou;Senegal
KGI;Kalgoorlie Boulder;Australia
KGJ;Karonga;Malawi
KGL;Kigali Intl;Rwanda
KGP;Kogalym International;Russia
KGS;Kos;Greece
KHD;Khoram Abad Airport;Iran
KHG;Kashi;China
KHH;Kaohsiung Intl;Taiwan
KHI;Jinnah Intl;Pakistan
KHM;Khamti;Burma
KHN;Changbei Intl;China
KHS;Khasab;Oman
KHV;Novy;Russia
KID;Kristianstad;Sweden
KIF;Kingfisher Lake Airport;Canada
KIH;Kish Island;Iran
KIJ;Niigata;Japan
KIM;Kimberley;South Africa
KIN;Norman Manley Intl;Jamaica
KIO;Kili Airport;Marshall Islands
KIR;Kerry;Ireland
KIS;Kisumu;Kenya
KIT;Kithira;Greece
KIV;Chisinau Intl;Moldova
KIW;Southdowns;Zambia
KIX;Kansai;Japan
KJA;Emelyanovo;Russia
KKC;Khon Kaen;Thailand
KKD;Kokoda Airport;Papua New Guinea
KKE;Kerikeri;New Zealand
KKJ;New Kitakyushu;Japan
KKN;Hoybuktmoen;Norway
KKR;Kaukura;French Polynesia
KKW;Kikwit;Congo (Kinshasa)
KLC;Kaolack;Senegal
KLD;Migalovo;Russia
KLG;Kalskag Airport;United States
KLH;Kolhapur;India
KLO;Kalibo;Philippines
KLR;Kalmar;Sweden
KLU;Woerthersee International Airport;Austria
KLV;Karlovy Vary;Czech Republic
KLX;Kalamata;Greece
KLZ;Kleinsee;South Africa
KMA;Kerema Airport;Papua New Guinea
KME;Kamembe;Rwanda
KMG;Wujiaba;China
KMI;Miyazaki;Japan
KMJ;Kumamoto;Japan
KMN;Kamina Base;Congo (Kinshasa)
KMQ;Komatsu;Japan
KMS;Kumasi Airport;Ghana
KMU;Kisimayu;Somalia
KND;Kindu;Congo (Kinshasa)
KNF;Marham;United Kingdom
KNG;Kaimana;Indonesia
KNH;Shang Yi;Taiwan
KNQ;Kone;New Caledonia
KNS;King Island Airport;Australia
KNU;Kanpur;India
KNX;Kununurra;Australia
KOA;Kona Intl At Keahole;United States
KOC;Koumac;New Caledonia
KOE;El Tari;Indonesia
KOI;Kirkwall;United Kingdom
KOJ;Kagoshima;Japan
KOK;Kruunupyy;Finland
KON;Kontum Airport;Vietnam
KOP;Nakhon Phanom;Thailand
KOS;Sihanukville;Cambodia
KOU;Koulamoutou Airport;Gabon
KOV;Kokshetau Airport;Kazakhstan
KOW;Ganzhou Airport;China
KPO;Pohang;South Korea
KQA;Akutan Seaplane Base;United States
KRB;Karumba Airport;Australia
KRF;Kramfors Solleftea;Sweden
KRI;Kikori Airport;Papua New Guinea
KRK;Balice;Poland
KRL;Korla Airport;China
KRN;Kiruna;Sweden
KRO;Kurgan Airport;Russia
KRP;Karup;Denmark
KRR;Pashkovskiy;Russia
KRS;Kjevik;Norway
KRT;Khartoum;Sudan
KRW;Turkmenbashi;Turkmenistan
KRY;Karamay Airport;China
KRZ;Basango Mboliasa Airport;Congo (Kinshasa)
KSA;Kosrae;Micronesia
KSC;Kosice;Slovakia
KSD;Karlstad Airport;Sweden
KSF;Kassel Calden;Germany
KSH;Shahid Ashrafi Esfahani;Iran
KSJ;Kasos;Greece
KSK;Karlskoga;Sweden
KSL;Kassala;Sudan
KSN;Kostanay West Airport;Kazakhstan
KSO;Aristotelis;Greece
KSQ;Karshi Khanabad Airport;Uzbekistan
KSU;Kvernberget;Norway
KSY;Kars Airport;Turkey
KSZ;Kotlas Airport;Russia
KTA;Karratha;Australia
KTD;Kitadaito;Japan
KTE;Kerteh;Malaysia
KTG;Rahadi Usman;Indonesia
KTL;Kitale;Kenya
KTM;Tribhuvan Intl;Nepal
KTN;Ketchikan Intl;United States
KTP;Tinson Pen;Jamaica
KTQ;Kostanay;Kazakhstan
KTT;Kittila;Finland
KTU;Kota;India
KTW;Pyrzowice;Poland
KUA;Kuantan;Malaysia
KUB;Kunsan Ab;South Korea
KUD;Kudat Airport;Malaysia
KUF;Samara;Russia
KUG;Kubin Airport;Australia
KUH;Kushiro Airport;Japan
KUL;Kuala Lumpur Intl;Malaysia
KUM;Yakushima;Japan
KUN;Kaunas Intl;Lithuania
KUO;Kuopio;Finland
KUS;Kulusuk;Greenland
KUT;Kopitnari;Georgia
KUU;Kullu Manali;India
KUV;Kunsan Air Base;South Korea
KUY;Kamusi Airport;Papua New Guinea
KVA;Megas Alexandros Intl;Greece
KVB;Skovde;Sweden
KVD;Ganja Airport;Azerbaijan
KVG;Kavieng Airport;Papua New Guinea
KVX;Pobedilovo Airport;Russia
KWA;Bucholz Aaf;Marshall Islands
KWE;Longdongbao;China
KWG;Lozuvatka International Airport;Ukraine
KWI;Kuwait Intl;Kuwait
KWJ;Gwangju;South Korea
KWL;Liangjiang;China
KWM;Kowanyama Airport;Australia
KWY;Kiwayu (Mkononi) Airport;Kenya
KWZ;Kolwezi;Congo (Kinshasa)
KXF;Koro Island Airport;Fiji
KXK;Komsomolsk-on-Amur Airport;Russia
KYA;Konya;Turkey
KYD;Lanyu;Taiwan
KYP;Kyaukpyu;Burma
KYS;Kayes Dag Dag;Mali
KYZ;Kyzyl Airport;Russia
KZI;Filippos;Greece
KZN;Kazan;Russia
KZO;Kzyl-Orda;Kazakhstan
KZS;Kastelorizo;Greece
LAA;Lamar Muni;United States
LAD;Luanda 4 De Fevereiro;Angola
LAE;Nadzab;Papua New Guinea
LAI;Lannion;France
LAK;Aklavik;Canada
LAN;Capital City;United States
LAO;Laoag Intl;Philippines
LAP;General Manuel Marquez De Leon Intl;Mexico
LAQ;La Abraq Airport;Libya
LAR;Laramie Regional Airport;United States
LAS;Mc Carran Intl;United States
LAU;Lamu Manda;Kenya
LAW;Lawton-Fort Sill Regional Airport;United States
LAX;Los Angeles Intl;United States
LAY;Ladysmith;South Africa
LAZ;Bom Jesus Da Lapa;Brazil
LBA;Leeds Bradford;United Kingdom
LBB;Lubbock Preston Smith Intl;United States
LBC;Lubeck Blankensee;Germany
LBD;Khudzhand Airport;Tajikistan
LBE;Arnold Palmer Regional Airport;United States
LBF;North Platte Regional Airport Lee Bird Field;United States
LBG;Le Bourget;France
LBI;Le Sequestre;France
LBJ;Mutiara Ii;Indonesia
LBL;Liberal Muni;United States
LBP;Long Banga Airport;Malaysia
LBQ;Lambarene;Gabon
LBS;Labasa Airport;Fiji
LBU;Labuan;Malaysia
LBV;Leon M Ba;Gabon
LBW;Long Bawan Airport;Indonesia
LCA;Larnaca;Cyprus
LCC;Lecce;Italy
LCE;Goloson Intl;Honduras
LCG;A Coruna;Spain
LCH;Lake Charles Rgnl;United States
LCK;Rickenbacker Intl;United States
LCL;La Coloma;Cuba
LCY;City;United Kingdom
LDB;Londrina;Brazil
LDE;Lourdes;France
LDH;Lord Howe Island Airport;Australia
LDI;Kikwetu Airport;Tanzania
LDK;Lidkoping;Sweden
LDN;Lamidanda;Nepal
LDU;Lahad Datu;Malaysia
LDY;Londonderry Eglinton;United Kingdom
LEA;Al Ahsa;Saudi Arabia
LEB;Lebanon Municipal Airport;United States
LEC;Chapada Diamantina Airport;Brazil
LED;Pulkovo;Russia
LEH;Octeville;France
LEI;Almeria;Spain
LEJ;Leipzig Halle;Germany
LEK;Labe;Guinea
LEL;Lake Evella Airport;Australia
LEN;Leon;Spain
LEQ;Land's End / St. Just Airport;United Kingdom
LER;Leinster Airport;Australia
LET;Alfredo Vasquez Cobo;Colombia
LEU;Seo De Urgel;Spain
LEV;Levuka Airfield;Fiji
LEX;Blue Grass;United States
LFI;Langley Afb;United States
LFK;Angelina Co;United States
LFR;La Fria;Venezuela
LFT;Lafayette Rgnl;United States
LFW;Gnassingbe Eyadema Intl;Togo
LGA;La Guardia;United States
LGB;Long Beach;United States
LGG;Liege;Belgium
LGI;Deadmans Cay;Bahamas
LGK;Langkawi Intl;Malaysia
LGL;Long Lellang Airport;Malaysia
LGP;Legazpi;Philippines
LGS;Malargue;Argentina
LGW;Gatwick;United Kingdom
LHC;Caballococha Airport;Peru
LHE;Allama Iqbal Intl;Pakistan
LHG;Lightning Ridge Airport;Australia
LHR;Heathrow;United Kingdom
LHS;Las Heras Airport;Argentina
LHW;Wright Aaf;United States
LHX;La Junta Muni;United States
LID;Valkenburg;Netherlands
LIF;Lifou;New Caledonia
LIG;Bellegarde;France
LIH;Lihue;United States
LIK;Likiep Airport;Marshall Islands
LIL;Lesquin;France
LIM;Jorge Chavez Intl;Peru
LIN;Linate;Italy
LIO;Limon Intl;Costa Rica
LIP;Lins;Brazil
LIQ;Lisala;Congo (Kinshasa)
LIR;Daniel Oduber Quiros Intl;Costa Rica
LIS;Lisboa;Portugal
LIT;Adams Fld;United States
LIW;Loikaw Airport;Burma
LJA;Lodja Airport;Congo (Kinshasa)
LJG;Lijiang Airport;China
LJU;Ljubljana;Slovenia
LKB;Lakeba Island Airport;Fiji
LKG;Lokichoggio Airport;Kenya
LKL;Banak;Norway
LKN;Leknes Airport;Norway
LKO;Lucknow;India
LLA;Kallax;Sweden
LLI;Lalibella;Ethiopia
LLU;Alluitsup Paa Heliport;Greenland
LLW;Kamuzu Intl;Malawi
LME;Arnage;France
LMG;Labasa;Fiji
LMM;Valle Del Fuerte Intl;Mexico
LMN;Limbang;Malaysia
LMO;Lossiemouth;United Kingdom
LMP;Lampedusa;Italy
LMT;Klamath Falls Airport;United States
LMY;Lake Murray Airport;Papua New Guinea
LNA;Palm Beach Co Park;United States
LNB;Lamen Bay Airport;Vanuatu
LNE;Lonorore Airport;Vanuatu
LNK;Lincoln;United States
LNO;Leonora Airport;Australia
LNS;Lancaster Airport;United States
LNV;Londolovit Airport;Papua New Guinea
LNY;Lanai;United States
LNZ;Linz;Austria
LOD;Longana Airport;Vanuatu
LOE;Loei;Thailand
LOH;Camilo Ponce Enriquez Airport;Ecuador
LOK;Lodwar;Kenya
LOO;Laghouat;Algeria
LOS;Murtala Muhammed;Nigeria
LOU;Bowman Fld;United States
LOV;Monclova Intl;Mexico
LPA;Gran Canaria;Spain
LPB;El Alto Intl;Bolivia
LPD;La Pedrera Airport;Colombia
LPG;La Plata;Argentina
LPI;Saab;Sweden
LPK;Lipetsk Airport;Russia
LPL;Liverpool;United Kingdom
LPM;Lamap Airport;Vanuatu
LPP;Lappeenranta;Finland
LPQ;Luang Phabang Intl;Laos
LPS;Lopez Island Airport;United States
LPT;Lampang;Thailand
LPU;Long Apung Airport;Indonesia
LPX;Liepaja Intl;Latvia
LPY;Loudes;France
LQM;Caucaya Airport;Colombia
LRA;Larisa;Greece
LRD;Laredo Intl;United States
LRE;Longreach Airport;Australia
LRF;Little Rock Afb;United States
LRH;Lherm;France
LRL;Niamtougou International;Togo
LRM;Casa De Campo Intl;Dominican Republic
LRR;Lar Airport;Iran
LRS;Leros;Greece
LRT;Lann Bihoue;France
LRU;Las Cruces Intl;United States
LSA;Losuia Airport;Papua New Guinea
LSC;La Florida;Chile
LSE;LaCrosse Municipal;United States
LSF;Lawson Aaf;United States
LSH;Lashio;Burma
LSI;Sumburgh;United Kingdom
LSP;Josefa Camejo;Venezuela
LSQ;Maria Dolores;Chile
LST;Launceston;Australia
LSV;Nellis Afb;United States
LSW;Malikus Saleh Airport;Indonesia
LSY;Lismore Airport;Australia
LTA;Tzaneen;South Africa
LTD;Ghadames East;Libya
LTI;Altai Airport;Mongolia
LTK;Bassel Al Assad Intl;Syria
LTM;Lethem;Guyana
LTN;Luton;United Kingdom
LTO;Loreto Intl;Mexico
LTQ;Le Touquet Paris Plage;France
LTS;Altus Afb;United States
LTT;La Môle Airport;France
LUA;Lukla;Nepal
LUD;Luderitz Airport;Namibia
LUF;Luke Afb;United States
LUG;Lugano;Switzerland
LUH;Ludhiana;India
LUK;Cincinnati Muni Lunken Fld;United States
LUM;Mangshi Airport;China
LUN;Lusaka Intl;Zambia
LUO;Luena;Angola
LUP;Kalaupapa Airport;United States
LUQ;San Luis;Argentina
LUR;Cape Lisburne Lrrs;United States
LUV;Dumatumbun Airport;Indonesia
LUW;Bubung;Indonesia
LUX;Luxembourg;Luxembourg
LVA;Entrammes;France
LVI;Livingstone;Zambia
LVO;Laverton Airport;Australia
LVS;Las Vegas Muni;United States
LWK;Lerwick / Tingwall Airport;United Kingdom
LWN;Gyumri;Armenia
LWO;Lviv Intl;Ukraine
LWR;Leeuwarden;Netherlands
LWS;Lewiston Nez Perce Co;United States
LWT;Lewistown Municipal Airport;United States
LWY;Lawas Airport;Malaysia
LXA;Lhasa-Gonggar;China
LXG;Luang Namtha;Laos
LXR;Luxor Intl;Egypt
LXS;Limnos;Greece
LYA;Luoyang Airport;China
LYB;Edward Bodden Airfield;Cayman Islands
LYC;Lycksele;Sweden
LYE;Lyneham;United Kingdom
LYG;Lianyungang Airport;China
LYH;Lynchburg Regional Preston Glenn Field;United States
LYI;Shubuling Airport;China
LYN;Bron;France
LYP;Faisalabad Intl;Pakistan
LYR;Longyear;Svalbard
LYS;Saint Exupery;France
LYX;Lydd;United Kingdom
LZC;Lazaro Cardenas;Mexico
LZH;Bailian Airport;China
LZN;Matsu Nangan Airport;Taiwan
LZO;Luzhou Airport;China
LZY;Nyingchi Airport;China
MAA;Chennai Intl;India
MAB;Maraba;Brazil
MAD;Barajas;Spain
MAF;Midland Intl;United States
MAG;Madang;Papua New Guinea
MAH;Menorca;Spain
MAJ;Marshall Islands Intl;Marshall Islands
MAK;Malakal;Sudan
MAM;General Servando Canales Intl;Mexico
MAN;Manchester;United Kingdom
MAO;Eduardo Gomes Intl;Brazil
MAQ;Mae Sot Airport;Thailand
MAR;La Chinita Intl;Venezuela
MAS;Momote Airport;Papua New Guinea
MAT;Tshimpi Airport;Congo (Kinshasa)
MAU;Maupiti;French Polynesia
MAV;Maloelap Island Airport;Marshall Islands
MAZ;Eugenio Maria De Hostos;Puerto Rico
MBA;Mombasa Moi Intl;Kenya
MBD;Mmabatho International Airport;South Africa
MBE;Monbetsu;Japan
MBH;Maryborough Airport;Australia
MBJ;Sangster Intl;Jamaica
MBO;Mafikeng;South Africa
MBS;Mbs Intl;United States
MBT;Masbate Airport;Philippines
MBU;Babanakira Airport;Solomon Islands
MBW;Melbourne Moorabbin;Australia
MBX;Maribor;Slovenia
MCC;Mc Clellan Afld;United States
MCF;Macdill Afb;United States
MCG;McGrath Airport;United States
MCH;General Manuel Serrano;Ecuador
MCI;Kansas City Intl;United States
MCM;Monaco;Monaco
MCN;Middle Georgia Rgnl;United States
MCO;Orlando Intl;United States
MCP;Macapa;Brazil
MCT;Seeb Intl;Oman
MCU;Domerat;France
MCV;McArthur River Mine Airport;Australia
MCX;Uytash;Russia
MCY;Maroochydore Sunshine Coast;Australia
MCZ;Zumbi Dos Palmares;Brazil
MDC;Sam Ratulangi;Indonesia
MDE;Jose Maria Cordova;Colombia
MDG;Mudanjiang;China
MDI;Makurdi;Nigeria
MDK;Mbandaka;Congo (Kinshasa)
MDL;Mandalay Intl;Burma
MDO;El Jaguel / Punta del Este Airport;Uruguay
MDQ;Mar Del Plata;Argentina
MDS;Middle Caicos Airport;Turks and Caicos Islands
MDT;Harrisburg Intl;United States
MDU;Mendi Airport;Papua New Guinea
MDW;Chicago Midway Intl;United States
MDY;Midway Atoll;Midway Islands
MDZ;El Plumerillo;Argentina
MEA;Macaé Airport;Brazil
MEB;Melbourne Essendon;Australia
MEC;Eloy Alfaro Intl;Ecuador
MED;Prince Mohammad Bin Abdulaziz;Saudi Arabia
MEE;Mare;New Caledonia
MEG;Malanje;Angola
MEH;Airport;Norway
MEI;Key Field;United States
MEK;Bassatine;Morocco
MEL;Melbourne Intl;Australia
MEM;Memphis Intl;United States
MEN;Brenoux;France
MER;Castle;United States
MES;Polonia;Indonesia
MEX;Licenciado Benito Juarez Intl;Mexico
MEY;Meghauli Airport;Nepal
MEZ;Morningside Farm;South Africa
MFA;Mafia;Tanzania
MFD;Mansfield Lahm Regional;United States
MFE;Mc Allen Miller Intl;United States
MFG;Maradi;Niger
MFJ;Moala Airport;Fiji
MFK;Matsu Beigan Airport;Taiwan
MFM;Macau Intl;Macau
MFN;Milford Sound Airport;New Zealand
MFR;Rogue Valley Intl Medford;United States
MFU;Mfuwe;Zambia
MGA;Managua Intl;Nicaragua
MGB;Mount Gambier Airport;Australia
MGE;Dobbins Arb;United States
MGF;Regional De Maringa Silvio Name Junior;Brazil
MGH;Margate;South Africa
MGL;Monchengladbach;Germany
MGM;Montgomery Regional Airport ;United States
MGN;Baracoa;Colombia
MGQ;Aden Adde International Airport;Somalia
MGS;Mangaia Island Airport;Cook Islands
MGT;Milingimbi Airport;Australia
MGW;Morgantown Muni Walter L Bill Hart Fld;United States
MGZ;Myeik;Burma
MHD;Mashhad;Iran
MHG;Mannheim City;Germany
MHH;Marsh Harbour;Bahamas
MHK;Manhattan Reigonal;United States
MHP;Minsk 1;Belarus
MHQ;Mariehamn;Finland
MHR;Sacramento Mather;United States
MHT;Manchester Regional Airport;United States
MHU;Mount Hotham Airport;Australia
MHX;Manihiki Island Airport;Cook Islands
MHZ;Mildenhall;United Kingdom
MIA;Miami Intl;United States
MIB;Minot Afb;United States
MID;Licenciado Manuel Crescencio Rejon Int;Mexico
MIG;Mianyang Airport;China
MIJ;Mili Island Airport;Marshall Islands
MIK;Mikkeli;Finland
MIM;Merimbula Airport;Australia
MIR;Habib Bourguiba Intl;Tunisia
MIS;Misima Island Airport;Papua New Guinea
MIU;Maiduguri;Nigeria
MIV;Millville Muni;United States
MJA;Manja Airport;Madagascar
MJB;Mejit Atoll Airport;Marshall Islands
MJC;Man;Cote d'Ivoire
MJD;Moenjodaro;Pakistan
MJE;Majkin Airport;Marshall Islands
MJF;Kjaerstad;Norway
MJI;Mitiga Airport;Libya
MJL;Mouilla Ville Airport;Gabon
MJM;Mbuji Mayi;Congo (Kinshasa)
MJN;Philibert Tsiranana;Madagascar
MJT;Mitilini;Greece
MJV;Murcia San Javier;Spain
MJZ;Mirny;Russia
MKC;C.B. Wheeler - Downtown;United States
MKE;General Mitchell Intl;United States
MKG;Muskegon County Airport;United States
MKK;Molokai;United States
MKL;Mc Kellar Sipes Rgnl;United States
MKM;Mukah Airport;Malaysia
MKO;Davis Fld;United States
MKP;Makemo;French Polynesia
MKQ;Mopah;Indonesia
MKR;Meekatharra Airport;Australia
MKU;Makokou;Gabon
MKW;Rendani;Indonesia
MKY;Mackay;Australia
MKZ;Malacca;Malaysia
MLA;Luqa;Malta
MLB;Melbourne Intl;United States
MLC;Mc Alester Rgnl;United States
MLE;Male Intl;Maldives
MLG;Abdul Rachman Saleh;Indonesia
MLH;Bale Mulhouse;France
MLI;Quad City Intl;United States
MLM;General Francisco J Mujica Intl;Mexico
MLN;Melilla;Spain
MLO;Milos;Greece
MLS;Frank Wiley Field;United States
MLT;Millinocket Muni;United States
MLU;Monroe Rgnl;United States
MLW;Monrovia Spriggs Payne;Liberia
MLX;Erhac;Turkey
MMB;Memanbetsu;Japan
MMD;Minami Daito;Japan
MME;Durham Tees Valley Airport;United Kingdom
MMG;Mount Magnet Airport;Australia
MMJ;Matsumoto;Japan
MMK;Murmansk;Russia
MMO;Maio;Cape Verde
MMV;Mc Minnville Muni;United States
MMX;Sturup;Sweden
MMY;Miyako;Japan
MMZ;Maimana;Afghanistan
MNB;Muanda;Congo (Kinshasa)
MNC;Nacala;Mozambique
MNF;Mana Island Airport;Fiji
MNG;Maningrida Airport;Australia
MNI;Geralds Airport;Montserrat
MNJ;Mananjary;Madagascar
MNL;Ninoy Aquino Intl;Philippines
MNM;Menominee Marinette Twin Co;United States
MNU;Mawlamyine Airport;Burma
MNY;Mono Airport;Solomon Islands
MOA;Orestes Acosta;Cuba
MOB;Mobile Rgnl;United States
MOC;Mario Ribeiro;Brazil
MOD;Modesto City Co Harry Sham;United States
MOF;Wai Oti;Indonesia
MOG;Mong Hsat;Burma
MOH;Dibrugarh;India
MOI;Mitiaro Island Airport;Cook Islands
MOL;Aro;Norway
MON;Glentanner;New Zealand
MOQ;Morondava;Madagascar
MOT;Minot Intl;United States
MOU;Mountain Village Airport;United States
MOV;Moranbah Airport;Australia
MOZ;Moorea;French Polynesia
MPH;Godofredo P;Philippines
MPK;Mokpo Airport;South Korea
MPL;Mediterranee;France
MPM;Maputo;Mozambique
MPN;Mount Pleasant;Falkland Islands
MPV;Edward F Knapp State;United States
MPW;Mariupol International Airport;Ukraine
MQF;Magnitogorsk;Russia
MQL;Mildura Airport;Australia
MQP;Kruger Mpumalanga International Airport;South Africa
MQQ;Moundou;Chad
MQS;Mustique;Saint Vincent and the Grenadines
MQT;Sawyer International;United States
MQX;Makale;Ethiopia
MRA;Misratah Airport;Libya
MRD;Alberto Carnevalli;Venezuela
MRI;Merrill Fld;United States
MRO;Masterton;New Zealand
MRS;Provence;France
MRU;Sir Seewoosagur Ramgoolam Intl;Mauritius
MRV;Mineralnyye Vody;Russia
MRX;Mahshahr;Iran
MRY;Monterey Peninsula;United States
MRZ;Moree Airport;Australia
MSA;Muskrat Dam Airport;Canada
MSE;Manston;United Kingdom
MSH;Masirah;Oman
MSJ;Misawa Ab;Japan
MSL;Northwest Alabama Regional Airport;United States
MSN;Dane Co Rgnl Truax Fld;United States
MSO;Missoula Intl;United States
MSP;Minneapolis St Paul Intl;United States
MSQ;Minsk 2;Belarus
MSS;Massena Intl Richards Fld;United States
MST;Maastricht;Netherlands
MSU;Moshoeshoe I Intl;Lesotho
MSW;Massawa Intl;Eritrea
MSY;Louis Armstrong New Orleans Intl;United States
MSZ;Namibe Airport;Angola
MTC;Selfridge Angb;United States
MTF;Mizan Teferi Airport;Ethiopia
MTJ;Montrose County;United States
MTR;Los Garzones;Colombia
MTS;Matsapha;Swaziland
MTT;Minatitlan;Mexico
MTV;Mota Lava Airport;Vanuatu
MTY;General Mariano Escobedo Intl;Mexico
MUA;Munda Airport;Solomon Islands
MUB;Maun;Botswana
MUC;Munchen;Germany
MUE;Waimea Kohala;United States
MUH;Mersa Matruh;Egypt
MUI;Muir Aaf;United States
MUK;Mauke Airport;Cook Islands
MUN;Maturin;Venezuela
MUO;Mountain Home Afb;United States
MUR;Marudi;Malaysia
MUW;Ghriss;Algeria
MUX;Multan Intl;Pakistan
MUZ;Musoma Airport;Tanzania
MVB;Mvengue;Gabon
MVD;Angel S Adami;Uruguay
MVP;Fabio Alberto Leon Bentley;Colombia
MVQ;Mogilev Airport;Belarus
MVR;Salak;Cameroon
MVS;Mucuri Airport;Brazil
MVT;Mataiva;French Polynesia
MVZ;Masvingo Intl;Zimbabwe
MWF;Naone Airport;Vanuatu
MWH;Grant Co Intl;United States
MWL;Mineral Wells;United States
MWP;Mountain Airport;Nepal
MWQ;Magwe;Burma
MWX;Muan;South Korea
MWZ;Mwanza;Tanzania
MXF;Maxwell Afb;United States
MXH;Moro Airport;Papua New Guinea
MXJ;Minna New;Nigeria
MXL;General Rodolfo Sanchez Taboada Intl;Mexico
MXM;Morombe;Madagascar
MXN;Ploujean;France
MXP;Malpensa;Italy
MXS;Maota Airport;Samoa
MXT;Maintirano Airport;Madagascar
MXV;Muren Airport;Mongolia
MXX;Mora;Sweden
MXZ;Meixian Airport;China
MYA;Moruya Airport;Australia
MYC;Escuela Mariscal Sucre Airport;Venezuela
MYD;Malindi Airport;Kenya
MYE;Miyakejima Airport;Japan
MYG;Mayaguana;Bahamas
MYI;Murray Island Airport;Australia
MYJ;Matsuyama;Japan
MYR;Myrtle Beach Intl;United States
MYT;Myitkyina;Burma
MYW;Mtwara;Tanzania
MYY;Miri;Malaysia
MZB;Mocimboa Da Praia;Mozambique
MZG;Magong;Taiwan
MZH;Merzifon;Turkey
MZI;Ambodedjo;Mali
MZL;La Nubia;Colombia
MZM;Frescaty;France
MZO;Sierra Maestra;Cuba
MZR;Mazar I Sharif;Afghanistan
MZT;General Rafael Buelna Intl;Mexico
MZV;Mulu;Malaysia
MZW;Beigan;Taiwan
NAA;Narrabri Airport;Australia
NAG;Dr Ambedkar Intl;India
NAH;Naha;Indonesia
NAJ;Nakhchivan Airport;Azerbaijan
NAK;Khorat;Thailand
NAL;Nalchik Airport;Russia
NAN;Nadi Intl;Fiji
NAO;Nanchong Airport;China
NAP;Capodichino;Italy
NAQ;Qaanaaq Airport;Greenland
NAS;Lynden Pindling Intl;Bahamas
NAT;Augusto Severo;Brazil
NAV;Kapadokya;Turkey
NAW;Narathiwat;Thailand
NAY;Beijing Nanyuan Airport;China
NBC;Beaufort Mcas;United States
NBG;New Orleans Nas Jrb;United States
NBO;Jomo Kenyatta International;Kenya
NBX;Nabire;Indonesia
NCA;New River Mcas;United States
NCE;Cote D Azur;France
NCL;Newcastle;United Kingdom
NCS;Newcastle;South Africa
NCU;Nukus Airport;Uzbekistan
NCY;Meythet;France
NDB;Nouadhibou;Mauritania
NDG;Qiqihar Sanjiazi Airport;China
NDJ;Ndjamena Hassan Djamous;Chad
NDK;Namorik Atoll Airport;Marshall Islands
NDR;El Aroui Airport;Morocco
NDY;Sanday Airport;United Kingdom
NEC;Necochea Airport;Argentina
NEL;Lakehurst Naes;United States
NEV;Vance Winkworth Amory International Airport;Saint Kitts and Nevis
NFG;Nefteyugansk Airport;Russia
NFL;Fallon Nas;United States
NGB;Lishe;China
NGE;Ngaoundere;Cameroon
NGF;Kaneohe Bay Mcaf;United States
NGI;Ngau Airport;Fiji
NGO;Chubu Centrair Intl;Japan
NGS;Nagasaki;Japan
NGU;Norfolk Ns;United States
NGV;Ngiva;Angola
NGX;Manang;Nepal
NHA;Nhatrang;Vietnam
NHK;Patuxent River Nas;United States
NHT;Northolt;United Kingdom
NHV;Nuku Hiva;French Polynesia
